2025-03-09 15:29:53 info: Congratulations, your extension "Embold" is now active!
2025-03-09 15:29:53 info: tempDirectory : c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\temp
2025-03-09 15:30:03 info: Extraction complete for source: c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\resources\embold-scanner-archive.zip, destination: c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\temp
2025-03-09 15:30:03 info: Extension installed on machine OS : win32
2025-03-09 15:30:03 info: Fetched the issues from DB
2025-03-09 15:30:04 info: Embold extension version response:{"hasSupport":false,"version":"0.1.6","changeNotes":"<div> <p>Release Date: 09 Oct, 2023 <br><span>Bug fixes and improvements.</span></p> </div>"}
2025-03-09 15:30:04 info: Current installed embold extension version : 0.1.8
2025-03-09 15:30:04 info: Latest embold extension version on marketplace : 0.1.6
2025-03-09 15:30:06 info: Java version installed on machine : 
openjdk version "21.0.2" 2024-01-16 LTS
OpenJDK Runtime Environment Temurin-21.0.2+13 (build 21.0.2+13-LTS)
OpenJDK 64-Bit Server VM Temurin-21.0.2+13 (build 21.0.2+13-LTS, mixed mode, sharing)

2025-03-12 11:58:05 info: Row(s) deleted
2025-03-12 11:58:05 info: Row(s) deleted
2025-03-12 11:58:05 info: Row(s) deleted
2025-03-12 11:59:16 info: Row(s) deleted
2025-03-12 11:59:17 info: Row(s) deleted
2025-03-12 11:59:17 info: Row(s) deleted
2025-03-12 11:59:17 info: Row(s) deleted
2025-03-12 11:59:17 info: Row(s) deleted
2025-03-12 11:59:21 info: Row(s) deleted
2025-03-12 11:59:21 info: Row(s) deleted
2025-03-12 11:59:26 info: Row(s) deleted
2025-03-12 11:59:26 info: Row(s) deleted
2025-03-12 11:59:28 info: Row(s) deleted
2025-03-12 12:03:18 info: Row(s) deleted
2025-03-12 12:03:18 info: Row(s) deleted
2025-03-12 12:03:18 info: Row(s) deleted
2025-03-12 12:03:18 info: Row(s) deleted
2025-03-12 12:03:18 info: Row(s) deleted
2025-03-12 12:03:19 info: Row(s) deleted
2025-03-12 12:03:19 info: Row(s) deleted
2025-03-12 12:03:19 info: Row(s) deleted
2025-03-12 12:03:19 info: Row(s) deleted
2025-03-12 12:03:19 info: Row(s) deleted
2025-03-12 13:07:25 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:44 info: Row(s) deleted
2025-03-12 13:08:46 info: Row(s) deleted
2025-03-12 13:08:46 info: Row(s) deleted
2025-03-12 13:08:46 info: Row(s) deleted
2025-03-12 13:08:46 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:56 info: Row(s) deleted
2025-03-12 13:09:57 info: Row(s) deleted
2025-03-12 13:09:58 info: Row(s) deleted
2025-03-12 13:11:13 info: Row(s) deleted
2025-03-12 13:11:55 info: Row(s) deleted
2025-03-12 13:12:50 info: Row(s) deleted
2025-03-12 13:13:15 info: Row(s) deleted
2025-03-12 13:13:20 info: Row(s) deleted
2025-03-12 13:13:25 info: Row(s) deleted
2025-03-12 13:13:29 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:32 info: Row(s) deleted
2025-03-12 13:14:33 info: Row(s) deleted
2025-03-12 13:16:00 info: Row(s) deleted
2025-03-12 13:18:08 info: Row(s) deleted
2025-03-12 13:19:52 info: Row(s) deleted
2025-03-12 13:19:52 info: Row(s) deleted
2025-03-12 13:19:52 info: Row(s) deleted
2025-03-12 13:19:52 info: Row(s) deleted
2025-03-12 13:19:53 info: Row(s) deleted
2025-03-12 13:19:53 info: Row(s) deleted
2025-03-12 13:19:53 info: Row(s) deleted
2025-03-12 13:19:53 info: Row(s) deleted
2025-03-12 13:23:10 info: Row(s) deleted
2025-03-12 13:28:35 info: Row(s) deleted
2025-03-12 13:28:35 info: Row(s) deleted
2025-03-12 13:28:36 info: Row(s) deleted
2025-03-12 13:28:36 info: Row(s) deleted
2025-03-12 13:29:39 info: Row(s) deleted
2025-03-12 13:29:39 info: Row(s) deleted
2025-03-12 13:29:39 info: Row(s) deleted
2025-03-12 13:29:39 info: Row(s) deleted
2025-03-12 13:33:37 info: Row(s) deleted
2025-03-12 13:33:37 info: Row(s) deleted
2025-03-12 13:33:37 info: Row(s) deleted
2025-03-12 13:33:38 info: Row(s) deleted
2025-03-12 13:33:38 info: Row(s) deleted
2025-03-12 13:33:38 info: Row(s) deleted
2025-03-12 13:33:40 info: Row(s) deleted
2025-03-12 13:39:05 info: Row(s) deleted
2025-03-12 13:39:05 info: Row(s) deleted
2025-03-12 13:39:05 info: Row(s) deleted
2025-03-12 13:39:05 info: Row(s) deleted
2025-03-12 13:39:06 info: Row(s) deleted
2025-03-12 13:39:06 info: Row(s) deleted
2025-03-12 13:39:06 info: Row(s) deleted
2025-03-12 13:40:24 info: Row(s) deleted
2025-03-12 13:40:24 info: Row(s) deleted
2025-03-12 13:40:25 info: Row(s) deleted
2025-03-12 13:40:25 info: Row(s) deleted
2025-03-12 13:42:32 info: Row(s) deleted
2025-03-12 13:42:32 info: Row(s) deleted
2025-03-12 13:42:32 info: Row(s) deleted
2025-03-12 13:42:32 info: Row(s) deleted
2025-03-12 13:47:49 info: Row(s) deleted
2025-03-12 13:47:49 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:47:50 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:50:20 info: Row(s) deleted
2025-03-12 13:54:28 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 13:55:41 info: Row(s) deleted
2025-03-12 14:12:31 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:12:32 info: Row(s) deleted
2025-03-12 14:15:22 info: Row(s) deleted
2025-03-12 14:15:22 info: Row(s) deleted
2025-03-12 14:15:22 info: Row(s) deleted
2025-03-12 14:15:22 info: Row(s) deleted
2025-03-12 14:15:22 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:17:13 info: Row(s) deleted
2025-03-12 14:25:30 info: Row(s) deleted
2025-03-12 14:25:30 info: Row(s) deleted
2025-03-12 14:25:30 info: Row(s) deleted
2025-03-12 14:32:35 info: Row(s) deleted
2025-03-12 14:32:35 info: Row(s) deleted
2025-03-12 14:35:34 info: Row(s) deleted
2025-03-12 14:35:34 info: Row(s) deleted
2025-03-12 14:35:34 info: Row(s) deleted
2025-03-12 14:35:34 info: Row(s) deleted
2025-03-12 14:41:59 info: Row(s) deleted
2025-03-12 14:41:59 info: Row(s) deleted
2025-03-12 14:47:00 info: Row(s) deleted
2025-03-12 15:01:33 info: Row(s) deleted
2025-03-12 15:02:36 info: Row(s) deleted
2025-03-12 15:02:36 info: Row(s) deleted
2025-03-12 15:02:36 info: Row(s) deleted
2025-03-12 15:02:36 info: Row(s) deleted
2025-03-12 15:02:36 info: Row(s) deleted
2025-03-12 15:07:25 info: Row(s) deleted
2025-03-12 15:07:25 info: Row(s) deleted
2025-03-12 15:07:25 info: Row(s) deleted
2025-03-12 15:12:00 info: Row(s) deleted
2025-03-12 15:12:00 info: Row(s) deleted
2025-03-12 15:16:32 info: Row(s) deleted
2025-03-12 15:16:32 info: Row(s) deleted
2025-03-12 15:16:32 info: Row(s) deleted
2025-03-12 15:17:37 info: Row(s) deleted
2025-03-12 15:17:37 info: Row(s) deleted
2025-03-12 15:20:46 info: Row(s) deleted
2025-03-12 15:20:46 info: Row(s) deleted
2025-03-12 15:20:46 info: Row(s) deleted
2025-03-12 15:20:46 info: Row(s) deleted
2025-03-12 15:31:54 info: Row(s) deleted
2025-03-12 15:31:54 info: Row(s) deleted
2025-03-12 15:31:54 info: Row(s) deleted
2025-03-12 15:37:11 info: Row(s) deleted
2025-03-12 15:37:11 info: Row(s) deleted
2025-03-12 15:37:11 info: Row(s) deleted
2025-03-12 15:41:18 info: Row(s) deleted
2025-03-12 15:41:18 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:42:58 info: Row(s) deleted
2025-03-12 15:44:58 info: Row(s) deleted
2025-03-12 15:59:44 info: Row(s) deleted
2025-03-12 15:59:44 info: Row(s) deleted
2025-03-12 15:59:44 info: Row(s) deleted
2025-03-12 15:59:44 info: Row(s) deleted
2025-03-20 13:09:14 info: Congratulations, your extension "Embold" is now active!
2025-03-20 13:09:14 info: tempDirectory : c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\temp
2025-03-20 13:09:58 info: Extraction complete for source: c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\resources\embold-scanner-archive.zip, destination: c:\Users\Sneha\.vscode\extensions\embold-vscode.embold-0.1.8\temp
2025-03-20 13:09:58 info: Extension installed on machine OS : win32
2025-03-20 13:09:59 info: Fetched the issues from DB
2025-03-20 13:10:00 info: Embold extension version response:{"hasSupport":false,"version":"0.1.6","changeNotes":"<div> <p>Release Date: 09 Oct, 2023 <br><span>Bug fixes and improvements.</span></p> </div>"}
2025-03-20 13:10:00 info: Current installed embold extension version : 0.1.8
2025-03-20 13:10:00 info: Latest embold extension version on marketplace : 0.1.6
2025-03-20 13:10:01 info: Java version installed on machine : 
openjdk version "21.0.2" 2024-01-16 LTS
OpenJDK Runtime Environment Temurin-21.0.2+13 (build 21.0.2+13-LTS)
OpenJDK 64-Bit Server VM Temurin-21.0.2+13 (build 21.0.2+13-LTS, mixed mode, sharing)

2025-03-20 13:10:01 info: Java installed on machine.
2025-03-21 10:19:58 info: Row(s) deleted
2025-03-21 10:19:58 info: Row(s) deleted
2025-03-21 10:19:58 info: Row(s) deleted
2025-03-21 10:19:58 info: Row(s) deleted
2025-03-21 10:39:43 info: Row(s) deleted
2025-03-21 10:39:43 info: Row(s) deleted
2025-03-21 10:39:43 info: Row(s) deleted
2025-03-21 10:39:43 info: Row(s) deleted
2025-03-21 10:45:00 info: Row(s) deleted
2025-03-21 10:45:00 info: Row(s) deleted
2025-03-21 10:45:01 info: Row(s) deleted
2025-03-21 10:45:01 info: Row(s) deleted
2025-03-21 10:45:32 info: Row(s) deleted
2025-03-21 10:50:25 info: Row(s) deleted
2025-03-21 10:50:25 info: Row(s) deleted
2025-03-21 10:50:50 info: Row(s) deleted
2025-03-21 10:51:08 info: Row(s) deleted
2025-03-21 10:51:08 info: Row(s) deleted
2025-03-21 10:55:40 info: Row(s) deleted
2025-03-21 10:55:40 info: Row(s) deleted
2025-03-21 10:55:56 info: Row(s) deleted
2025-03-21 10:55:56 info: Row(s) deleted
2025-03-21 10:55:57 info: Row(s) deleted
2025-03-21 10:55:57 info: Row(s) deleted
2025-03-21 10:55:57 info: Row(s) deleted
2025-03-21 10:55:57 info: Row(s) deleted
2025-03-21 10:55:59 info: Row(s) deleted
2025-03-21 10:57:45 info: Row(s) deleted
2025-03-21 10:57:45 info: Row(s) deleted
2025-03-21 11:25:02 info: Row(s) deleted
2025-03-21 11:25:02 info: Row(s) deleted
2025-03-21 11:25:02 info: Row(s) deleted
2025-03-21 11:25:02 info: Row(s) deleted
2025-03-21 11:25:02 info: Row(s) deleted
2025-03-21 11:26:29 info: Row(s) deleted
2025-03-21 11:26:31 info: Row(s) deleted
2025-03-21 11:26:31 info: Row(s) deleted
2025-03-21 11:26:31 info: Row(s) deleted
